"340,43",CHF
"364,85",EUR
"311,70",USD
"220,78",AUD
"186,54",BGN
"55,54",BRL
"235,89",CAD
"46,52",CNY
"13,35",CZK
"49,02",DKK
"403,12",GBP
"40,22",HKD
"48,12",HRK
"2,12",IDR
"92,19",ILS
"4,25",INR
"2,24",ISK
"296,21",JPY
"27,20",KRW
"14,65",MXN
"75,12",MYR
"33,26",NOK
"205,82",NZD
"6,41",PHP
"80,02",PLN
"74,82",RON
"3,10",RSD
"4,00",RUB
"35,20",SEK
"229,41",SGD
"10,00",THB
"39,27",TRY
"10,99",UAH
"18,81",ZAR
